Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.voltage_input,state.temperature_pcb,state.current_motor,state.current_input,state.speed,state.duty_cycle,state.charge_drawn,state.charge_regen,state.energy_drawn,state.energy_regen,state.displacement,state.distance_traveled,state.fault_code
1645707123.9628356,79230,1645707123,960513356,,0.0,0.0,0.35,0.0,223.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,51
1645707123.9811323,79231,1645707123,980267934,,0.0,0.0,0.34,0.0,218.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,223
1645707124.0048552,79232,1645707124,1218993,,0.0,0.0,0.34,0.0,211.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,238
1645707124.0250196,79233,1645707124,21760175,,0.0,0.0,0.34,0.0,204.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,173
1645707124.0410967,79234,1645707124,40290783,,0.0,0.0,0.34,0.0,202.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,110
1645707124.0625405,79235,1645707124,60775710,,0.0,0.0,0.34,0.0,195.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,219
1645707124.0865374,79236,1645707124,81702354,,0.0,0.0,0.33,0.0,197.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,249
1645707124.1038013,79237,1645707124,100510235,,0.0,0.0,0.3,0.0,199.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,190
1645707124.1240933,79238,1645707124,121922051,,0.0,0.0,-0.36,0.0,205.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,208
1645707124.1445246,79239,1645707124,141655221,,0.0,0.0,-0.35,0.0,213.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,241
1645707124.162114,79240,1645707124,160425183,,0.0,0.0,-0.35,0.0,219.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,204
1645707124.1862054,79241,1645707124,182081313,,0.0,0.0,-0.34,0.0,227.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,218
1645707124.202104,79242,1645707124,200666128,,0.0,0.0,-0.34,0.0,228.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,64
1645707124.2222152,79243,1645707124,220399297,,0.0,0.0,-0.35,0.0,229.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,50
1645707124.243928,79244,1645707124,240273264,,0.0,0.0,0.22,0.0,224.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,38
1645707124.2643063,79245,1645707124,261524028,,0.0,0.0,0.34,0.0,219.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,132
1645707124.2831552,79246,1645707124,281113041,,0.0,0.0,0.34,0.0,212.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,175
1645707124.3027458,79247,1645707124,302073412,,0.0,0.0,0.34,0.0,205.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,22
1645707124.3206277,79248,1645707124,320312156,,0.0,0.0,0.35,0.0,202.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,217
1645707124.3414395,79249,1645707124,340589120,,0.0,0.0,0.35,0.0,195.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,152
1645707124.3625178,79250,1645707124,360506477,,0.0,0.0,0.35,0.0,196.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,192
1645707124.3812459,79251,1645707124,380378524,,0.0,0.0,0.32,0.0,199.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,66
1645707124.401886,79252,1645707124,400598690,,0.0,0.0,-0.35,0.0,204.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,99
1645707124.4224482,79253,1645707124,420844039,,0.0,0.0,-0.34,0.0,211.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,187
1645707124.444211,79254,1645707124,441134123,,0.0,0.0,-0.35,0.0,218.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,181
1645707124.463605,79255,1645707124,461692424,,0.0,0.0,-0.35,0.0,227.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,36
1645707124.4819405,79256,1645707124,480982309,,0.0,0.0,-0.35,0.0,228.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,209
1645707124.5041523,79257,1645707124,501965656,,0.0,0.0,-0.36,0.0,229.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,29
1645707124.5208106,79258,1645707124,520446921,,0.0,0.0,0.21,0.0,225.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,104
1645707124.5438833,79259,1645707124,541146818,,0.0,0.0,0.34,0.0,219.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,53
1645707124.5621762,79260,1645707124,561257387,,0.0,0.0,0.35,0.0,213.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,175
1645707124.582657,79261,1645707124,581475729,,0.0,0.0,0.35,0.0,205.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,196
1645707124.60431,79262,1645707124,602236905,,0.0,0.0,0.34,0.0,202.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,55
1645707124.621189,79263,1645707124,620367715,,0.0,0.0,0.34,0.0,196.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,42
1645707124.6411326,79264,1645707124,640270641,,0.0,0.0,0.34,0.0,196.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,51
1645707124.6639683,79265,1645707124,661560220,,0.0,0.0,0.31,0.0,199.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,147
1645707124.683588,79266,1645707124,681185264,,0.0,0.0,-0.29,0.0,203.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,157
1645707124.7011254,79267,1645707124,700277234,,0.0,0.0,-0.35,0.0,210.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,121
1645707124.7239208,79268,1645707124,721706266,,0.0,0.0,-0.36,0.0,217.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,132
1645707124.7411292,79269,1645707124,740339047,,0.0,0.0,-0.35,0.0,226.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,84
1645707124.762884,79270,1645707124,761449623,,0.0,0.0,-0.36,0.0,228.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,250
1645707124.7835,79271,1645707124,780482842,,0.0,0.0,-0.34,0.0,230.0,0.0,8323072.0,4259840.0,0.0,0.0,0.0,54788096.0,87
1645707124.8012269,79272,1645707124,800336777,,0.0,0.0,0.16,0.0,225.0,0.0,8388608.0,4259840.0,0.0,0.0,0.0,54788096.0,102
