Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,state.voltage_input,state.temperature_pcb,state.current_motor,state.current_input,state.speed,state.duty_cycle,state.charge_drawn,state.charge_regen,state.energy_drawn,state.energy_regen,state.displacement,state.distance_traveled,state.fault_code
1645707220.3410745,84049,1645707220,340421992,,0.0,0.0,0.34,0.0,199.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,116
1645707220.3615277,84050,1645707220,360257138,,0.0,0.0,-0.25,0.0,202.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,163
1645707220.3817341,84051,1645707220,380387138,,0.0,0.0,-0.35,0.0,210.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,8
1645707220.4033237,84052,1645707220,401616238,,0.0,0.0,-0.35,0.0,217.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,147
1645707220.422754,84053,1645707220,420900682,,0.0,0.0,-0.35,0.0,225.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,189
1645707220.4431462,84054,1645707220,440765492,,0.0,0.0,-0.35,0.0,227.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,24
1645707220.4640672,84055,1645707220,461567797,,0.0,0.0,-0.34,0.0,230.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,232
1645707220.4824455,84056,1645707220,481169561,,0.0,0.0,0.14,0.0,225.0,0.0,8388608.0,6029312.0,0.0,0.0,0.0,77266944.0,255
1645707220.5034776,84057,1645707220,500835358,,0.0,0.0,0.35,0.0,220.0,0.0,8257536.0,6029312.0,0.0,0.0,0.0,77266944.0,117
1645707220.5235484,84058,1645707220,521831620,,0.0,0.0,0.35,0.0,214.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,153
1645707220.5425892,84059,1645707220,540481072,,0.0,0.0,0.34,0.0,206.0,0.0,8388608.0,6029312.0,0.0,0.0,0.0,77266944.0,132
1645707220.5630634,84060,1645707220,560782437,,0.0,0.0,0.33,0.0,203.0,0.0,8388608.0,6029312.0,0.0,0.0,0.0,77266944.0,67
1645707220.5832987,84061,1645707220,581685289,,0.0,0.0,0.35,0.0,198.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,68
1645707220.6006224,84062,1645707220,600334069,,0.0,0.0,0.35,0.0,195.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,126
1645707220.6235745,84063,1645707220,622696221,,0.0,0.0,0.36,0.0,198.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,51
1645707220.6411834,84064,1645707220,640179532,,0.0,0.0,-0.19,0.0,201.0,0.0,8388608.0,6029312.0,0.0,0.0,0.0,77266944.0,47
1645707220.6613543,84065,1645707220,660261019,,0.0,0.0,-0.34,0.0,208.0,0.0,8388608.0,6029312.0,0.0,0.0,0.0,77266944.0,176
1645707220.684105,84066,1645707220,680471374,,0.0,0.0,-0.35,0.0,216.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,105
1645707220.7016153,84067,1645707220,700328952,,0.0,0.0,-0.35,0.0,225.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,126
1645707220.7228754,84068,1645707220,721079672,,0.0,0.0,-0.34,0.0,226.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,239
1645707220.7425144,84069,1645707220,741012228,,0.0,0.0,-0.35,0.0,230.0,0.0,8388608.0,6029312.0,0.0,0.0,0.0,77266944.0,86
1645707220.7628787,84070,1645707220,760757739,,0.0,0.0,-0.01,0.0,225.0,0.0,8323072.0,6029312.0,0.0,0.0,0.0,77266944.0,159
